module_id,manufacturer,model,irradiance_w_m2,cell_temperature_c,fit_scope,datasheet_pmp_w,modeled_pmp_w,residual_pmp_w,residual_pmp_w_pct,datasheet_voc_v,modeled_voc_v,residual_voc_v,residual_voc_v_pct,datasheet_isc_a,modeled_isc_a,residual_isc_a,residual_isc_a_pct,datasheet_vmp_v,modeled_vmp_v,residual_vmp_v,residual_vmp_v_pct,datasheet_imp_a,modeled_imp_a,residual_imp_a,residual_imp_a_pct
MOD_PERC_LONGI_LR5_72HPH_550M,LONGi,LR5-72HPH-550M,1000.0,25.0,cec_single_diode_datasheet_fit_internal_poc_diagnostic,550.0,550.3839998064406,0.3839998064405563,0.06981814662555569,49.8,49.80000000251357,2.513573349460785e-09,5.047336043093946e-09,13.98,13.97999999979923,-2.007709554163739e-10,-1.4361298670699134e-09,41.95,41.9499999260284,-7.397160572963912e-08,-1.7633279077387156e-07,13.12,13.12000001852081,1.8520811551070437e-08,1.4116472218803687e-07
MOD_TOPCON_JINKO_JKM575N_72HL4_V,JinkoSolar,JKM575N-72HL4-V,1000.0,25.0,cec_single_diode_datasheet_fit_internal_poc_diagnostic,575.0,575.0363999995934,0.03639999959341367,0.0063304347118980295,50.88,50.880000000008295,8.292033726320369e-12,1.629723609732777e-11,14.39,14.390000000000649,6.483702463810914e-13,4.505700113836632e-12,42.22,42.21999978216135,-2.178386466766824e-07,-5.159607926970214e-07,13.62,13.620000070264231,7.02642317662594e-08,5.158901010738576e-07
